source_type_encoded,location_type_encoded,province_encoded,number_of_people_served,hour,day_of_week,is_weekend,time_in_queue
3,0,2,356,9,0,0,0
4,0,0,286,10,0,0,0
4,0,0,338,10,0,0,0
0,0,4,778,10,0,0,14
4,1,1,270,10,0,0,0
1,1,4,3498,10,0,0,331
3,0,4,728,10,0,0,0
4,1,3,184,11,0,0,0
1,0,3,2650,11,0,0,205
2,1,1,736,11,0,0,0
4,0,0,312,11,0,0,0
4,0,3,162,11,0,0,0
3,1,3,332,12,0,0,0
4,1,0,184,12,0,0,0
2,0,1,642,12,0,0,0
4,0,4,188,12,0,0,0
4,1,2,326,12,0,0,0
2,0,4,706,12,0,0,0
4,0,2,230,12,0,0,0
4,1,3,204,12,0,0,0
2,1,0,474,12,0,0,0
1,0,2,2432,12,0,0,282
2,0,2,842,13,0,0,0
0,0,3,524,13,0,0,15
1,0,3,1134,13,0,0,20
2,1,4,316,13,0,0,0
4,1,3,382,13,0,0,0
1,1,1,1372,13,0,0,103
4,0,0,332,13,0,0,0
4,1,3,396,13,0,0,0
1,1,3,2570,13,0,0,209
4,1,3,210,13,0,0,0
3,1,2,326,13,0,0,0
2,1,1,694,13,0,0,0
2,1,1,658,13,0,0,0
2,0,2,864,13,0,0,0
1,0,3,2414,14,0,0,111
4,1,4,366,14,0,0,0
1,0,2,1868,14,0,0,24
3,0,4,546,14,0,0,0
4,0,2,348,14,0,0,0
3,0,3,506,14,0,0,0
3,1,4,922,14,0,0,0
2,1,3,728,15,0,0,0
4,0,2,318,15,0,0,0
4,0,2,324,15,0,0,0
0,0,4,910,15,0,0,13
4,0,1,320,15,0,0,0
4,0,4,224,15,0,0,0
1,0,3,2076,15,0,0,177
1,1,3,738,15,0,0,18
3,0,2,974,16,0,0,0
1,0,3,2548,16,0,0,304
4,1,2,360,16,0,0,0
2,1,3,904,16,0,0,0
2,1,4,414,16,0,0,0
3,0,0,940,16,0,0,0
1,1,2,2118,16,0,0,136
4,1,0,200,16,0,0,0
4,1,4,224,16,0,0,0
1,0,4,1310,16,0,0,153
4,1,1,296,16,0,0,0
2,1,0,344,16,0,0,0
1,0,1,1380,16,0,0,177
1,0,0,2290,17,0,0,140
1,1,3,1264,17,0,0,141
1,0,0,2198,17,0,0,247
1,1,3,2930,18,0,0,344
1,0,3,446,18,0,0,58
1,0,4,1310,6,1,0,123
1,0,2,2432,6,1,0,138
1,1,1,1520,6,1,0,65
1,1,1,1372,6,1,0,126
1,0,0,2290,6,1,0,155
1,0,3,2076,7,1,0,199
4,1,3,254,9,1,0,0
4,0,0,248,9,1,0,0
4,1,2,162,9,1,0,0
4,0,0,358,9,1,0,0
4,0,0,230,9,1,0,0
0,0,4,618,9,1,0,7
1,1,1,2212,9,1,0,183
4,0,4,348,10,1,0,0
1,1,1,532,10,1,0,45
4,0,4,234,10,1,0,0
1,0,0,2906,10,1,0,30
4,0,4,328,10,1,0,0
0,0,3,720,10,1,0,5
1,0,3,446,11,1,0,43
3,0,1,668,11,1,0,0
4,1,3,236,11,1,0,0
1,0,2,2692,11,1,0,218
4,0,0,250,11,1,0,0
4,0,2,182,11,1,0,0
2,1,1,716,11,1,0,0
0,1,4,544,11,1,0,26
3,1,2,988,11,1,0,0
4,1,1,302,11,1,0,0
1,1,3,1264,11,1,0,84
0,0,4,614,11,1,0,15
4,0,2,308,11,1,0,0
1,0,0,1580,11,1,0,23
4,0,0,230,12,1,0,0
4,1,3,370,12,1,0,0
3,0,2,822,12,1,0,0
4,0,0,262,12,1,0,0
3,1,0,708,12,1,0,0
4,0,0,352,12,1,0,0
4,0,3,308,12,1,0,0
1,1,1,3678,12,1,0,240
0,0,4,552,12,1,0,5
1,1,3,2570,13,1,0,94
4,0,2,168,13,1,0,0
4,1,3,234,13,1,0,0
4,1,4,382,13,1,0,0
1,0,0,2198,13,1,0,166
3,1,0,320,13,1,0,0
2,0,1,906,13,1,0,0
4,0,4,268,13,1,0,0
0,1,4,708,14,1,0,14
2,1,1,596,14,1,0,0
1,0,3,3644,14,1,0,203
2,1,1,854,14,1,0,0
2,1,4,530,14,1,0,0
4,1,3,296,14,1,0,0
2,1,4,484,14,1,0,0
4,0,1,194,14,1,0,0
4,0,2,160,14,1,0,0
4,0,4,366,14,1,0,0
4,0,3,330,14,1,0,0
3,0,1,844,14,1,0,0
4,0,0,164,14,1,0,0
0,1,3,998,14,1,0,22
4,0,2,396,15,1,0,0
1,1,3,2922,15,1,0,234
3,0,1,714,15,1,0,0
1,0,0,2978,15,1,0,30
2,0,4,796,15,1,0,0
1,1,2,2118,15,1,0,189
4,1,1,338,16,1,0,0
0,1,4,876,16,1,0,21
1,0,3,2650,16,1,0,178
3,0,4,566,16,1,0,0
3,1,2,366,16,1,0,0
4,0,2,164,16,1,0,0
1,1,3,454,17,1,0,63
1,1,3,2930,17,1,0,203
1,0,3,2414,17,1,0,175
1,0,3,2548,18,1,0,191
1,0,3,446,6,2,0,52
1,1,3,2930,7,2,0,227
1,0,3,2076,7,2,0,158
1,0,3,2548,8,2,0,101
2,0,1,460,9,2,0,0
1,0,2,2692,9,2,0,190
4,0,0,296,9,2,0,0
4,0,3,224,9,2,0,0
4,0,0,270,9,2,0,0
4,1,2,374,9,2,0,0
4,0,2,366,9,2,0,0
4,1,3,320,9,2,0,0
2,1,0,458,10,2,0,0
1,0,3,2414,10,2,0,200
1,1,3,2570,10,2,0,216
0,1,2,876,10,2,0,11
4,1,2,248,10,2,0,0
4,1,3,194,10,2,0,0
4,0,3,276,10,2,0,0
1,0,2,2768,10,2,0,29
2,0,4,380,11,2,0,0
4,0,3,194,11,2,0,0
1,0,0,752,11,2,0,18
3,0,2,560,11,2,0,0
2,0,3,940,11,2,0,0
2,0,3,734,11,2,0,0
1,0,4,516,11,2,0,17
1,1,3,2192,11,2,0,26
4,1,2,170,11,2,0,0
4,0,0,294,12,2,0,0
2,1,3,694,12,2,0,0
3,1,0,882,12,2,0,0
1,0,2,2432,12,2,0,205
1,1,1,2212,12,2,0,134
1,0,2,742,12,2,0,76
4,0,0,356,13,2,0,0
2,0,4,406,13,2,0,0
4,0,4,166,13,2,0,0
2,0,0,814,13,2,0,0
1,0,0,2290,13,2,0,122
4,0,2,224,13,2,0,0
2,0,1,604,13,2,0,0
4,0,2,256,13,2,0,0
1,0,3,2650,13,2,0,208
4,1,4,228,13,2,0,0
1,1,2,2118,14,2,0,79
4,1,4,164,14,2,0,0
1,0,2,2816,14,2,0,227
1,0,4,1216,14,2,0,21
1,0,0,208,14,2,0,16
0,0,4,766,14,2,0,22
4,0,3,350,14,2,0,0
4,0,3,388,14,2,0,0
2,1,1,362,14,2,0,0
4,0,3,176,14,2,0,0
1,0,3,2438,15,2,0,27
2,1,1,754,15,2,0,0
3,1,4,622,15,2,0,0
4,1,2,394,15,2,0,0
4,0,4,342,15,2,0,0
1,1,3,2922,15,2,0,110
1,1,1,532,15,2,0,25
1,1,1,1520,16,2,0,80
4,0,0,264,16,2,0,0
4,0,4,362,16,2,0,0
1,0,4,1310,16,2,0,122
4,0,4,392,16,2,0,0
1,1,1,3678,16,2,0,218
1,0,4,3930,16,2,0,240
1,0,0,868,16,2,0,19
4,0,3,254,16,2,0,0
4,1,4,358,16,2,0,0
1,0,3,3644,17,2,0,218
1,0,2,2816,6,3,0,166
1,0,3,2414,7,3,0,141
1,1,1,2212,8,3,0,84
1,1,1,532,8,3,0,70
4,0,2,308,9,3,0,0
4,0,0,224,9,3,0,0
3,1,0,926,9,3,0,0
4,1,3,192,9,3,0,0
3,0,4,724,9,3,0,0
4,1,3,164,10,3,0,0
4,1,1,376,10,3,0,0
4,0,4,294,10,3,0,0
2,0,0,366,10,3,0,0
4,1,4,264,10,3,0,0
4,1,0,222,10,3,0,0
4,1,4,236,10,3,0,0
4,1,3,228,10,3,0,0
4,0,3,204,10,3,0,0
0,0,3,924,10,3,0,15
1,1,1,3678,11,3,0,213
1,1,2,2118,11,3,0,71
2,1,1,854,11,3,0,0
4,0,3,182,11,3,0,0
1,1,3,2570,11,3,0,228
2,1,0,472,11,3,0,0
1,0,3,2654,11,3,0,215
4,0,3,346,11,3,0,0
1,0,3,446,11,3,0,36
4,0,3,246,11,3,0,0
4,0,3,360,11,3,0,0
0,0,0,752,11,3,0,6
1,0,3,1426,12,3,0,126
2,1,0,542,12,3,0,0
4,0,3,260,12,3,0,0
4,0,0,276,12,3,0,0
2,1,3,900,12,3,0,0
0,0,4,744,12,3,0,15
0,0,1,428,13,3,0,7
1,0,1,1114,13,3,0,103
1,0,2,2692,13,3,0,131
1,0,2,742,13,3,0,91
4,0,2,180,13,3,0,0
4,0,3,218,13,3,0,0
0,0,0,910,13,3,0,26
1,0,2,2432,13,3,0,202
3,1,1,342,13,3,0,0
3,0,4,540,14,3,0,0
4,0,3,342,14,3,0,0
4,0,3,374,14,3,0,0
2,0,4,438,14,3,0,0
2,1,3,464,14,3,0,0
4,0,3,206,14,3,0,0
0,0,3,672,14,3,0,29
0,1,4,836,14,3,0,9
4,0,3,346,14,3,0,0
1,0,4,2364,14,3,0,27
4,1,0,304,15,3,0,0
2,1,1,400,15,3,0,0
4,1,3,368,15,3,0,0
1,0,3,2752,15,3,0,29
0,1,4,588,15,3,0,24
3,0,2,828,15,3,0,0
0,1,2,814,15,3,0,14
4,1,0,314,15,3,0,0
4,1,2,300,15,3,0,0
0,0,4,416,15,3,0,29
1,0,3,3938,15,3,0,240
4,1,3,200,15,3,0,0
1,0,0,338,16,3,0,16
3,1,0,526,16,3,0,0
2,1,4,934,16,3,0,0
2,1,0,966,16,3,0,0
0,0,0,602,16,3,0,13
4,0,3,290,16,3,0,0
2,1,1,594,16,3,0,0
3,0,3,668,16,3,0,0
0,0,0,794,16,3,0,29
4,0,0,364,16,3,0,0
1,0,3,2650,17,3,0,108
1,1,1,1520,17,3,0,76
1,1,3,2930,17,3,0,275
1,0,4,3930,17,3,0,179
1,1,3,2922,18,3,0,223
1,1,1,532,7,4,0,74
1,0,3,3938,8,4,0,150
1,1,3,2930,8,4,0,303
1,1,2,1170,9,4,0,107
1,0,4,2330,9,4,0,191
4,1,3,364,9,4,0,0
1,0,3,446,9,4,0,40
4,0,3,192,9,4,0,0
1,0,2,2692,9,4,0,155
4,0,3,202,9,4,0,0
3,1,4,398,9,4,0,0
4,0,4,298,9,4,0,0
4,0,2,248,9,4,0,0
1,0,4,3930,9,4,0,222
4,0,4,366,9,4,0,0
1,0,3,2654,10,4,0,142
0,1,3,750,10,4,0,14
0,0,2,484,10,4,0,9
4,0,1,276,10,4,0,0
3,0,0,300,10,4,0,0
1,0,4,3816,11,4,0,240
1,1,3,2922,11,4,0,161
4,1,3,292,11,4,0,0
4,0,2,268,11,4,0,0
0,0,3,758,11,4,0,20
3,0,1,992,11,4,0,0
3,1,1,866,11,4,0,0
2,1,1,620,11,4,0,0
4,0,4,344,11,4,0,0
1,0,3,2196,12,4,0,182
1,0,1,1114,12,4,0,89
1,0,2,690,12,4,0,73
4,0,3,218,12,4,0,0
0,0,3,512,12,4,0,10
0,0,3,776,12,4,0,10
3,1,4,612,13,4,0,0
1,0,2,2816,13,4,0,220
1,0,1,1398,13,4,0,124
4,0,3,222,13,4,0,0
4,0,2,256,13,4,0,0
4,0,3,222,13,4,0,0
4,1,4,338,13,4,0,0
4,1,4,306,13,4,0,0
3,0,4,668,13,4,0,0
4,1,4,298,13,4,0,0
4,1,2,200,14,4,0,0
2,0,3,948,14,4,0,0
4,0,0,212,14,4,0,0
4,0,0,302,14,4,0,0
1,1,1,2212,14,4,0,111
4,0,0,384,14,4,0,0
2,0,1,808,14,4,0,0
1,0,3,1426,14,4,0,116
1,1,1,3102,14,4,0,30
4,1,0,264,15,4,0,0
3,0,1,848,15,4,0,0
1,1,1,3678,15,4,0,206
4,0,0,288,15,4,0,0
4,1,3,302,15,4,0,0
4,1,4,358,15,4,0,0
2,1,4,876,15,4,0,0
2,1,4,376,16,4,0,0
4,1,0,270,16,4,0,0
1,0,2,1606,16,4,0,139
2,0,0,684,16,4,0,0
0,0,4,500,16,4,0,24
1,1,3,2570,16,4,0,258
4,0,0,298,16,4,0,0
1,0,3,2414,16,4,0,257
1,0,3,3848,16,4,0,30
4,0,4,384,16,4,0,0
1,0,3,2650,17,4,0,154
1,0,2,742,18,4,0,41
1,0,3,2654,6,5,1,246
1,0,4,3816,7,5,1,318
1,0,2,742,7,5,1,70
1,1,3,2570,8,5,1,242
1,0,4,3930,8,5,1,191
1,0,1,1398,8,5,1,266
1,1,3,2922,8,5,1,340
1,0,1,1114,9,5,1,91
1,0,2,2692,10,5,1,461
1,0,3,1426,11,5,1,95
1,1,2,1170,11,5,1,193
1,1,1,3678,12,5,1,268
1,0,2,2816,13,5,1,409
1,0,3,2196,15,5,1,311
1,0,2,1606,16,5,1,240
1,0,3,3938,17,5,1,216
1,0,2,690,17,5,1,141
1,1,1,2212,18,5,1,201
1,0,4,2330,18,5,1,397
1,1,3,2922,6,6,1,173
1,0,3,2654,6,6,1,66
1,1,2,1170,6,6,1,48
1,0,3,1426,7,6,1,47
1,1,1,2212,8,6,1,94
1,0,2,2692,9,6,1,80
1,0,3,3938,9,6,1,144
1,0,1,1114,9,6,1,51
1,0,4,2330,10,6,1,140
1,0,2,690,11,6,1,45
1,0,3,2196,12,6,1,119
1,0,4,3930,13,6,1,170
1,0,2,2816,15,6,1,104
1,1,1,3678,15,6,1,153
1,0,2,742,17,6,1,22
1,0,1,1398,17,6,1,66
1,0,2,1606,18,6,1,84
1,1,3,2570,18,6,1,91
1,0,4,3816,18,6,1,113
1,1,3,2922,6,0,0,363
1,0,2,2692,6,0,0,322
1,0,3,2196,7,0,0,102
1,0,1,1114,8,0,0,146
1,0,0,2158,9,0,0,179
4,0,3,194,9,0,0,0
1,0,3,3582,9,0,0,240
4,0,2,168,9,0,0,0
2,1,0,352,9,0,0,0
4,0,4,292,9,0,0,0
0,1,1,666,9,0,0,23
3,0,1,588,10,0,0,0
1,0,4,3816,10,0,0,296
4,1,0,308,10,0,0,0
2,1,4,530,10,0,0,0
4,0,3,266,10,0,0,0
3,0,1,996,10,0,0,0
4,1,3,348,10,0,0,0
1,0,3,3028,10,0,0,240
4,1,3,354,10,0,0,0
0,1,4,852,10,0,0,6
3,1,3,678,11,0,0,0
4,0,0,284,11,0,0,0
4,1,0,308,11,0,0,0
4,0,3,262,11,0,0,0
2,1,4,914,11,0,0,0
3,1,3,742,11,0,0,0
2,1,3,654,11,0,0,0
4,0,1,360,12,0,0,0
1,1,1,1808,12,0,0,24
4,0,2,300,12,0,0,0
2,1,2,442,12,0,0,0
4,0,4,260,12,0,0,0
1,0,3,2074,12,0,0,173
4,0,2,216,12,0,0,0
4,0,0,206,12,0,0,0
2,1,3,690,12,0,0,0
4,0,0,178,13,0,0,0
4,0,0,292,13,0,0,0
4,0,0,254,13,0,0,0
3,0,1,794,13,0,0,0
1,1,1,2212,13,0,0,120
2,1,3,556,13,0,0,0
4,0,4,298,13,0,0,0
2,0,1,986,13,0,0,0
4,0,0,324,13,0,0,0
3,0,3,936,13,0,0,0
0,0,3,886,13,0,0,22
0,1,0,724,13,0,0,22
1,0,4,3930,13,0,0,275
4,1,3,350,13,0,0,0
4,0,3,294,13,0,0,0
3,0,4,510,14,0,0,0
1,0,4,2330,14,0,0,312
3,0,0,936,14,0,0,0
4,0,0,162,14,0,0,0
1,1,2,1170,14,0,0,87
1,1,1,3678,14,0,0,249
2,1,1,748,14,0,0,0
0,0,0,666,14,0,0,20
1,1,3,3680,14,0,0,30
2,1,1,340,15,0,0,0
4,1,3,244,15,0,0,0
2,0,0,484,15,0,0,0
4,0,1,392,15,0,0,0
2,0,4,732,15,0,0,0
1,0,3,2654,15,0,0,155
4,1,2,312,15,0,0,0
3,1,0,332,15,0,0,0
2,0,4,910,16,0,0,0
4,0,0,360,16,0,0,0
2,1,1,322,16,0,0,0
0,0,0,732,16,0,0,15
4,0,0,256,16,0,0,0
1,0,3,3474,16,0,0,30
1,1,3,2570,16,0,0,234
0,0,4,418,16,0,0,12
1,0,2,1606,16,0,0,182
1,0,2,742,16,0,0,106
1,0,2,690,17,0,0,71
1,0,2,2816,17,0,0,374
1,0,1,1398,18,0,0,163
1,0,3,3938,18,0,0,377
1,0,3,1426,18,0,0,170
1,0,3,2654,6,1,0,161
1,0,3,3028,8,1,0,159
1,0,4,3930,8,1,0,276
4,1,2,348,9,1,0,0
3,1,0,722,9,1,0,0
1,0,3,1426,9,1,0,60
4,0,0,212,9,1,0,0
1,0,3,2196,9,1,0,167
0,0,3,690,9,1,0,19
1,0,4,2330,9,1,0,201
1,0,2,742,9,1,0,74
2,1,3,440,9,1,0,0
2,1,4,332,9,1,0,0
1,0,1,1114,9,1,0,90
1,1,1,2212,9,1,0,190
4,0,3,236,10,1,0,0
3,1,0,700,10,1,0,0
0,1,1,984,10,1,0,8
1,1,1,3678,10,1,0,138
4,1,2,292,10,1,0,0
4,0,0,214,10,1,0,0
4,0,0,240,10,1,0,0
1,0,0,2158,10,1,0,207
4,0,2,238,10,1,0,0
4,0,0,350,10,1,0,0
1,0,4,3816,10,1,0,152
3,0,3,620,11,1,0,0
4,0,2,368,11,1,0,0
4,1,3,178,11,1,0,0
1,1,4,740,11,1,0,76
4,0,2,246,11,1,0,0
1,1,3,1826,11,1,0,155
3,1,0,542,11,1,0,0
1,0,0,3904,11,1,0,240
4,0,0,320,11,1,0,0
4,0,3,302,11,1,0,0
4,1,1,302,11,1,0,0
1,0,2,2816,11,1,0,243
4,0,3,218,12,1,0,0
2,1,4,698,12,1,0,0
4,0,3,174,12,1,0,0
4,1,4,218,12,1,0,0
2,0,3,862,12,1,0,0
1,0,1,1398,12,1,0,80
2,1,1,380,12,1,0,0
4,1,1,236,12,1,0,0
4,0,3,396,12,1,0,0
2,0,3,546,12,1,0,0
4,0,4,312,12,1,0,0
2,1,1,500,13,1,0,0
4,0,4,184,13,1,0,0
3,1,0,756,13,1,0,0
4,1,4,318,13,1,0,0
0,0,3,664,13,1,0,19
4,0,0,210,13,1,0,0
4,1,3,390,13,1,0,0
1,0,2,3182,13,1,0,240
2,0,4,482,13,1,0,0
4,1,0,392,13,1,0,0
4,1,3,310,13,1,0,0
1,1,3,2922,14,1,0,167
2,1,2,732,14,1,0,0
4,0,0,366,14,1,0,0
2,1,4,460,14,1,0,0
4,1,3,310,14,1,0,0
4,1,3,284,14,1,0,0
1,0,3,2546,14,1,0,207
2,0,1,820,14,1,0,0
1,0,2,690,14,1,0,60
1,0,0,3726,14,1,0,240
4,0,0,220,14,1,0,0
4,0,1,388,14,1,0,0
1,0,3,1086,14,1,0,20
4,1,4,190,15,1,0,0
2,1,4,916,15,1,0,0
4,0,0,274,15,1,0,0
4,1,3,192,15,1,0,0
4,0,0,252,15,1,0,0
2,0,4,926,15,1,0,0
1,0,3,3938,15,1,0,179
4,0,3,216,15,1,0,0
4,0,1,316,16,1,0,0
1,0,3,3466,16,1,0,240
4,1,3,230,16,1,0,0
3,0,3,958,16,1,0,0
1,0,2,2692,16,1,0,239
1,1,2,1170,16,1,0,119
4,0,3,364,16,1,0,0
1,0,3,2074,17,1,0,193
1,0,3,3582,17,1,0,97
1,0,2,1606,18,1,0,96
1,1,2,1170,6,2,0,87
1,0,2,3182,7,2,0,141
1,0,3,1426,7,2,0,81
1,0,0,3726,8,2,0,136
1,0,4,3930,8,2,0,201
1,0,2,2816,8,2,0,167
1,0,1,1114,9,2,0,77
4,0,1,298,9,2,0,0
4,1,3,370,9,2,0,0
4,0,2,244,9,2,0,0
4,1,4,360,9,2,0,0
3,0,4,462,9,2,0,0
0,0,4,416,9,2,0,19
0,0,0,900,10,2,0,13
2,1,1,830,10,2,0,0
4,1,2,174,10,2,0,0
4,0,0,270,10,2,0,0
1,1,1,2040,10,2,0,25
0,0,4,926,10,2,0,22
3,0,2,492,11,2,0,0
4,1,0,196,11,2,0,0
1,0,3,3028,11,2,0,155
4,1,4,332,11,2,0,0
2,0,3,760,11,2,0,0
1,0,3,2074,11,2,0,80
2,1,0,714,11,2,0,0
4,0,4,332,11,2,0,0
4,1,1,352,12,2,0,0
1,0,2,1606,12,2,0,58
1,0,3,794,12,2,0,19
4,1,2,168,12,2,0,0
1,0,3,3582,12,2,0,91
4,0,0,342,12,2,0,0
3,0,1,412,12,2,0,0
3,1,1,968,12,2,0,0
4,0,4,272,13,2,0,0
1,0,0,3830,13,2,0,30
1,0,4,3252,13,2,0,240
1,0,0,508,13,2,0,60
4,1,3,246,13,2,0,0
4,1,3,244,13,2,0,0
2,1,3,866,13,2,0,0
4,0,2,252,13,2,0,0
3,1,3,868,13,2,0,0
1,0,3,2566,14,2,0,28
1,0,3,2684,14,2,0,28
3,1,2,406,14,2,0,0
1,0,1,1398,14,2,0,88
1,0,3,2654,14,2,0,136
3,1,1,876,14,2,0,0
1,0,4,3816,14,2,0,141
0,0,0,628,14,2,0,23
3,1,3,444,14,2,0,0
1,0,3,454,15,2,0,56
4,0,4,322,15,2,0,0
4,1,3,212,15,2,0,0
4,0,2,390,15,2,0,0
1,0,3,3938,15,2,0,167
3,1,1,446,16,2,0,0
2,1,1,502,16,2,0,0
2,1,0,342,16,2,0,0
3,0,1,956,16,2,0,0
1,0,2,690,16,2,0,41
3,1,2,892,16,2,0,0
4,0,1,348,16,2,0,0
1,0,3,2546,16,2,0,157
4,0,2,168,16,2,0,0
4,0,3,374,16,2,0,0
1,1,4,740,17,2,0,30
1,0,0,3904,17,2,0,201
1,0,4,2330,17,2,0,172
1,0,2,742,17,2,0,28
1,0,0,2158,17,2,0,166
1,1,3,1826,18,2,0,61
1,0,3,3466,18,2,0,211
1,0,3,2196,18,2,0,131
1,0,3,3466,6,3,0,170
1,0,3,3582,6,3,0,146
1,0,3,454,6,3,0,39
1,0,2,1606,7,3,0,67
1,1,2,1170,8,3,0,114
1,0,3,3938,8,3,0,276
3,1,1,744,9,3,0,0
4,0,0,374,9,3,0,0
4,1,3,270,9,3,0,0
1,0,3,3028,9,3,0,110
4,0,1,184,9,3,0,0
4,0,0,216,9,3,0,0
4,0,4,200,9,3,0,0
3,0,1,944,10,3,0,0
2,1,0,770,10,3,0,0
1,0,0,3904,10,3,0,180
2,1,0,562,10,3,0,0
4,1,3,360,10,3,0,0
1,1,4,740,10,3,0,54
1,0,1,1114,10,3,0,105
2,1,1,956,10,3,0,0
2,0,1,930,10,3,0,0
4,1,3,374,10,3,0,0
0,0,3,506,10,3,0,13
1,1,3,1826,10,3,0,173
1,0,2,2556,10,3,0,208
4,0,4,330,10,3,0,0
0,0,2,706,10,3,0,18
4,0,3,348,11,3,0,0
4,0,4,194,11,3,0,0
1,1,2,246,11,3,0,41
2,1,2,848,11,3,0,0
4,1,4,340,11,3,0,0
3,1,4,450,11,3,0,0
4,0,3,186,11,3,0,0
3,1,4,946,11,3,0,0
1,0,4,2878,12,3,0,231
1,0,2,314,12,3,0,45
3,1,0,628,12,3,0,0
4,0,3,232,12,3,0,0
1,0,0,2158,12,3,0,167
1,1,1,3542,12,3,0,240
2,0,1,920,12,3,0,0
1,0,3,2546,13,3,0,243
2,0,0,732,13,3,0,0
4,1,3,310,13,3,0,0
2,0,4,650,13,3,0,0
2,1,4,666,13,3,0,0
1,0,2,676,13,3,0,18
1,0,4,2330,13,3,0,108
4,0,3,202,13,3,0,0
1,0,0,506,13,3,0,59
1,0,0,1992,13,3,0,25
4,1,3,214,13,3,0,0
1,0,4,3252,13,3,0,182
2,0,4,662,14,3,0,0
4,0,2,296,14,3,0,0
1,1,4,1446,14,3,0,127
4,0,3,340,14,3,0,0
0,0,4,850,14,3,0,5
1,0,0,3726,14,3,0,219
4,0,0,202,14,3,0,0
1,0,3,1426,14,3,0,125
3,1,4,750,14,3,0,0
0,1,4,694,15,3,0,5
2,1,3,784,15,3,0,0
0,0,3,726,15,3,0,26
4,0,4,324,15,3,0,0
1,0,0,508,15,3,0,54
1,0,2,3182,15,3,0,217
4,0,3,190,15,3,0,0
2,1,1,436,15,3,0,0
4,0,2,398,15,3,0,0
3,1,4,314,15,3,0,0
1,0,3,2654,16,3,0,186
1,0,1,1398,16,3,0,52
1,1,0,3906,16,3,0,240
4,1,4,162,16,3,0,0
2,0,4,814,16,3,0,0
1,0,2,690,16,3,0,37
1,0,2,2888,16,3,0,232
4,0,0,302,16,3,0,0
1,0,3,2074,17,3,0,179
1,0,3,2196,17,3,0,98
1,0,4,3816,18,3,0,140
1,0,2,690,8,4,0,61
1,1,2,1170,8,4,0,104
2,0,0,808,9,4,0,0
2,1,4,340,9,4,0,0
1,0,2,1606,9,4,0,185
4,1,2,370,9,4,0,0
3,0,2,812,9,4,0,0
2,1,3,592,9,4,0,0
4,0,0,238,9,4,0,0
1,1,1,3542,10,4,0,247
1,0,2,2556,10,4,0,282
1,0,3,3028,10,4,0,316
0,0,0,430,10,4,0,8
2,1,3,390,10,4,0,0
4,1,1,236,10,4,0,0
4,0,2,266,10,4,0,0
1,0,0,506,10,4,0,61
4,0,4,366,10,4,0,0
4,1,1,326,10,4,0,0
1,0,3,2074,10,4,0,146
1,0,0,3866,10,4,0,240
1,0,0,508,10,4,0,30
3,1,0,358,10,4,0,0
1,0,3,3870,11,4,0,30
4,0,4,252,11,4,0,0
4,0,3,228,11,4,0,0
4,1,3,302,11,4,0,0
2,0,0,818,11,4,0,0
4,1,1,274,11,4,0,0
1,0,4,3252,11,4,0,318
4,0,2,342,11,4,0,0
1,0,4,2878,11,4,0,156
1,0,0,1668,11,4,0,23
1,0,4,3816,11,4,0,131
1,1,4,740,12,4,0,91
1,0,2,314,12,4,0,38
1,0,3,2546,12,4,0,273
4,0,4,162,12,4,0,0
1,1,1,1268,12,4,0,21
1,1,2,246,13,4,0,31
1,1,0,3906,13,4,0,176
1,0,2,2888,13,4,0,195
3,1,0,952,13,4,0,0
4,1,1,336,13,4,0,0
2,0,2,546,13,4,0,0
4,0,3,198,13,4,0,0
1,0,3,454,14,4,0,27
2,1,1,900,14,4,0,0
1,0,3,3466,14,4,0,124
4,1,2,290,14,4,0,0
3,0,2,712,14,4,0,0
0,0,4,830,14,4,0,21
4,0,3,276,14,4,0,0
4,1,3,366,14,4,0,0
0,0,4,652,14,4,0,26
0,0,4,494,15,4,0,20
4,1,2,294,15,4,0,0
2,1,0,498,15,4,0,0
1,1,3,1826,15,4,0,197
2,1,4,408,15,4,0,0
1,0,1,1398,15,4,0,154
3,0,2,998,15,4,0,0
3,0,2,588,15,4,0,0
4,0,4,374,15,4,0,0
4,1,4,298,16,4,0,0
2,1,3,816,16,4,0,0
2,0,1,558,16,4,0,0
2,0,0,650,16,4,0,0
1,1,3,822,16,4,0,19
4,0,2,272,16,4,0,0
1,0,3,2196,16,4,0,252
1,0,0,3904,16,4,0,313
4,1,4,192,16,4,0,0
3,0,3,460,16,4,0,0
1,0,4,2330,17,4,0,196
1,0,0,2158,18,4,0,152
1,1,4,1446,18,4,0,139
1,0,3,3582,18,4,0,150
1,0,0,3726,18,4,0,266
1,0,2,3182,19,4,0,120
1,0,3,3582,6,5,1,422
1,1,1,3542,6,5,1,503
1,0,2,2556,7,5,1,163
1,0,4,2878,8,5,1,340
1,0,2,3182,9,5,1,351
1,0,0,508,9,5,1,76
1,0,2,314,9,5,1,81
1,0,3,3028,10,5,1,338
1,1,3,1826,11,5,1,182
1,1,4,1446,11,5,1,110
1,0,3,2546,11,5,1,262
1,0,2,2888,12,5,1,465
1,1,0,3906,12,5,1,308
1,0,3,454,13,5,1,117
1,0,3,3466,14,5,1,227
1,0,0,3866,15,5,1,522
1,0,0,3904,15,5,1,244
1,0,3,2074,16,5,1,237
1,1,4,740,17,5,1,96
1,0,0,3726,17,5,1,209
1,0,4,3252,18,5,1,189
