pollutant_ppm,biological,is_contaminated,contamination_type
0.0858155,5.25e-07,0,Clean
0.0,495.898,1,Biological
0.02589,4.69e-05,0,Clean
0.0253342,3.3e-05,0,Clean
0.0872231,2.41e-05,0,Clean
0.0,24.0204,1,Biological
5.63323,0.0,1,Chemical
7.94552,0.0,1,Chemical
3.19633,0.0,1,Chemical
1.13449,0.0,1,Chemical
0.0523438,2.18e-05,0,Clean
0.0,495.898,1,Biological
0.0180156,3.64e-05,0,Clean
7.35332,0.0,1,Chemical
0.0,43.7081,1,Biological
0.0148238,1.66e-05,0,Clean
0.0,318.664,1,Biological
2.48551,0.0,1,Chemical
7.55613,0.0,1,Chemical
0.0,318.664,1,Biological
6.58408,0.0,1,Chemical
0.0192056,7.39e-05,0,Clean
0.0,182.88,1,Biological
8.01413,0.0,1,Chemical
8.04164,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,267.371,1,Biological
0.0176513,1.97e-05,0,Clean
0.019847,7.67e-05,0,Clean
0.0224277,2.45e-05,0,Clean
2.44892,0.0,1,Chemical
7.96574,0.0,1,Chemical
2.59612,0.0,1,Chemical
9.49626,0.0,1,Chemical
0.0,485.162,1,Biological
0.0,485.162,1,Biological
0.0,267.371,1,Biological
0.0,318.664,1,Biological
4.47634,0.0,1,Chemical
0.0644199,9.24e-05,0,Clean
0.0314041,8.87e-05,0,Clean
0.0883879,6.6e-05,0,Clean
5.7786,0.0,1,Chemical
0.0,46.4793,1,Biological
3.06659,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,182.88,1,Biological
0.0502992,6.39e-05,0,Clean
0.0,485.162,1,Biological
9.48529,0.0,1,Chemical
1.29493,0.0,1,Chemical
0.0,182.88,1,Biological
4.34925,0.0,1,Chemical
0.0,318.664,1,Biological
0.0,267.371,1,Biological
7.83353,0.0,1,Chemical
0.0,485.162,1,Biological
0.0,262.668,1,Biological
0.0246595,2.18e-05,0,Clean
0.0,485.162,1,Biological
0.0,318.664,1,Biological
0.0438782,1.71e-05,0,Clean
0.0,485.162,1,Biological
0.0780403,2e-05,0,Clean
7.38141,0.0,1,Chemical
3.66364,0.0,1,Chemical
0.0424316,4.87e-05,0,Clean
9.2957,0.0,1,Chemical
0.0153872,8.37e-05,0,Clean
0.0981556,7.22e-05,0,Clean
0.0,182.88,1,Biological
5.46847,0.0,1,Chemical
0.0282137,9.92e-06,0,Clean
3.84824,0.0,1,Chemical
0.0,96.6341,1,Biological
1.31384,0.0,1,Chemical
4.50797,0.0,1,Chemical
0.0,318.664,1,Biological
0.0729291,3.31e-05,0,Clean
0.0,182.88,1,Biological
0.0514691,3.55e-05,0,Clean
0.0939846,7.84e-05,0,Clean
0.0,182.88,1,Biological
3.72745,0.0,1,Chemical
8.04546,0.0,1,Chemical
4.95386,0.0,1,Chemical
0.0,1.27204,1,Biological
0.0,16.9224,1,Biological
0.0238465,8.55e-05,0,Clean
0.0835702,9.22e-05,0,Clean
0.0,262.668,1,Biological
0.0239832,4.4e-06,0,Clean
0.0616296,4.55e-05,0,Clean
0.0,262.668,1,Biological
9.77196,0.0,1,Chemical
0.0,318.664,1,Biological
2.75054,0.0,1,Chemical
0.0587467,1.44e-05,0,Clean
0.0834084,3.55e-05,0,Clean
0.057364,3.41e-05,0,Clean
7.08217,0.0,1,Chemical
0.0,30.7959,1,Biological
4.41612,0.0,1,Chemical
7.78284,0.0,1,Chemical
0.0,182.88,1,Biological
7.21311,0.0,1,Chemical
0.0,3.21209,1,Biological
0.0,96.6341,1,Biological
9.25395,0.0,1,Chemical
2.46299,0.0,1,Chemical
0.0,262.668,1,Biological
0.0162582,6.39e-05,0,Clean
0.0738416,1.73e-05,0,Clean
6.3316,0.0,1,Chemical
3.26796,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,318.664,1,Biological
0.066667,9.49e-05,0,Clean
3.0685,0.0,1,Chemical
0.0640457,2.27e-05,0,Clean
0.0875665,2.88e-05,0,Clean
0.0,318.664,1,Biological
0.058643,7.6e-05,0,Clean
0.0,23.6729,1,Biological
3.97756,0.0,1,Chemical
9.55382,0.0,1,Chemical
0.0347203,9.34e-05,0,Clean
0.0813807,3.92e-05,0,Clean
0.0690449,1.55e-05,0,Clean
0.0362007,6.02e-05,0,Clean
0.0,8.72807,1,Biological
0.0503318,5.43e-05,0,Clean
1.58605,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,22.6217,1,Biological
8.67635,0.0,1,Chemical
5.92421,0.0,1,Chemical
0.0,318.664,1,Biological
6.63877,0.0,1,Chemical
0.0,495.898,1,Biological
2.81591,0.0,1,Chemical
0.0,485.162,1,Biological
5.7306,0.0,1,Chemical
0.0223233,9.09e-05,0,Clean
0.0,36.9245,1,Biological
1.77091,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,485.162,1,Biological
0.0486974,9.15e-05,0,Clean
0.078786,8.51e-05,0,Clean
0.0919604,5.09e-05,0,Clean
7.26453,0.0,1,Chemical
8.80559,0.0,1,Chemical
0.0,262.668,1,Biological
3.66207,0.0,1,Chemical
0.0,318.664,1,Biological
0.0771452,9.92e-05,0,Clean
0.0454354,4.33e-05,0,Clean
0.0143246,1.88e-05,0,Clean
0.0,485.162,1,Biological
7.24568,0.0,1,Chemical
9.30539,0.0,1,Chemical
4.21579,0.0,1,Chemical
6.57871,0.0,1,Chemical
0.0,267.371,1,Biological
0.0,16.7572,1,Biological
0.0789103,6.44e-05,0,Clean
8.27539,0.0,1,Chemical
0.0,485.162,1,Biological
0.0151745,6.53e-05,0,Clean
0.0402504,3.33e-05,0,Clean
0.0,182.88,1,Biological
0.0771193,7.07e-05,0,Clean
6.26869,0.0,1,Chemical
0.0,495.898,1,Biological
0.0971384,5.36e-05,0,Clean
0.0927216,5.58e-05,0,Clean
9.28697,0.0,1,Chemical
1.07273,0.0,1,Chemical
0.0,485.162,1,Biological
4.5316,0.0,1,Chemical
8.0587,0.0,1,Chemical
0.0,23.0127,1,Biological
8.06331,0.0,1,Chemical
0.0,267.371,1,Biological
0.095989,1.84e-05,0,Clean
0.0,267.371,1,Biological
0.0710471,2.46e-05,0,Clean
0.0532814,6.76e-05,0,Clean
0.0748585,6.42e-05,0,Clean
0.0,14.7918,1,Biological
9.77853,0.0,1,Chemical
1.1151,0.0,1,Chemical
0.0874056,1.83e-05,0,Clean
0.0,495.898,1,Biological
5.479,0.0,1,Chemical
4.32881,0.0,1,Chemical
0.0,4.92073,1,Biological
0.0617993,9.89e-05,0,Clean
9.8639,0.0,1,Chemical
5.03902,0.0,1,Chemical
0.0556684,3.94e-05,0,Clean
0.0983563,4.83e-07,0,Clean
3.06987,0.0,1,Chemical
1.3725,0.0,1,Chemical
0.0,495.898,1,Biological
1.54419,0.0,1,Chemical
1.44465,0.0,1,Chemical
5.81907,0.0,1,Chemical
8.39397,0.0,1,Chemical
0.0,30.2284,1,Biological
0.0876083,8.42e-05,0,Clean
1.05276,0.0,1,Chemical
0.0959304,1.94e-05,0,Clean
0.0861586,4.46e-05,0,Clean
0.0,485.162,1,Biological
0.0,36.3796,1,Biological
5.05949,0.0,1,Chemical
0.0619161,6.49e-05,0,Clean
0.0,495.898,1,Biological
0.0,41.2131,1,Biological
1.10175,0.0,1,Chemical
0.078377,9.07e-05,0,Clean
0.0908076,5.85e-05,0,Clean
9.84624,0.0,1,Chemical
5.68498,0.0,1,Chemical
0.0902216,2.08e-05,0,Clean
0.0723062,2.81e-05,0,Clean
9.54232,0.0,1,Chemical
7.76903,0.0,1,Chemical
0.0741377,7.84e-05,0,Clean
0.0721298,7.61e-06,0,Clean
7.00309,0.0,1,Chemical
7.76504,0.0,1,Chemical
7.15396,0.0,1,Chemical
0.0,46.9264,1,Biological
2.81323,0.0,1,Chemical
8.22041,0.0,1,Chemical
8.16693,0.0,1,Chemical
0.0,262.668,1,Biological
0.0,495.898,1,Biological
1.64438,0.0,1,Chemical
0.0,182.88,1,Biological
0.0,182.88,1,Biological
0.0,485.162,1,Biological
0.0613569,2.85e-06,0,Clean
0.0918868,9.14e-05,0,Clean
1.01822,0.0,1,Chemical
6.36051,0.0,1,Chemical
0.0714061,4.84e-05,0,Clean
9.96537,0.0,1,Chemical
5.87636,0.0,1,Chemical
7.56112,0.0,1,Chemical
6.03334,0.0,1,Chemical
5.11518,0.0,1,Chemical
0.0,10.993,1,Biological
0.091941,6.8e-05,0,Clean
7.42028,0.0,1,Chemical
8.40118,0.0,1,Chemical
0.0,14.1856,1,Biological
8.50008,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,485.162,1,Biological
0.0134075,9.49e-05,0,Clean
7.8998,0.0,1,Chemical
9.69967,0.0,1,Chemical
9.19845,0.0,1,Chemical
2.52993,0.0,1,Chemical
0.0,495.898,1,Biological
0.0822879,7.02e-05,0,Clean
2.08946,0.0,1,Chemical
8.23749,0.0,1,Chemical
0.0745784,13.6458,1,Biological
9.69538,0.0,1,Chemical
0.0,495.898,1,Biological
0.0464689,2.16e-05,0,Clean
0.0161699,8.88e-06,0,Clean
9.97321,0.0,1,Chemical
5.76911,0.0,1,Chemical
7.53434,0.0,1,Chemical
0.0,96.6341,1,Biological
0.094431,7.94e-05,0,Clean
0.0,262.668,1,Biological
0.0,485.162,1,Biological
7.41388,0.0,1,Chemical
5.01808,0.0,1,Chemical
0.0,318.664,1,Biological
0.0138779,7.06e-05,0,Clean
9.27885,0.0,1,Chemical
0.0,182.88,1,Biological
1.12092,0.0,1,Chemical
0.0,37.9491,1,Biological
0.0,485.162,1,Biological
0.0649709,1.45e-05,0,Clean
0.0206184,6.1e-05,0,Clean
4.15439,0.0,1,Chemical
0.0416335,6.13e-05,0,Clean
0.0,262.668,1,Biological
0.0,47.1887,1,Biological
3.31493,0.0,1,Chemical
9.28957,0.0,1,Chemical
1.2329,0.0,1,Chemical
5.07344,0.0,1,Chemical
0.0,262.668,1,Biological
0.0,267.371,1,Biological
1.87899,0.0,1,Chemical
0.0627126,2.36e-05,0,Clean
0.0,22.096,1,Biological
0.0,318.664,1,Biological
0.0,485.162,1,Biological
3.56809,0.0,1,Chemical
9.72252,0.0,1,Chemical
0.0689227,3.42e-05,0,Clean
5.38199,0.0,1,Chemical
0.0286114,6.86e-08,0,Clean
0.0,18.9141,1,Biological
6.57735,0.0,1,Chemical
0.0715935,9.78e-05,0,Clean
0.0331442,8.86e-05,0,Clean
0.0,28.2823,1,Biological
0.0,34.6694,1,Biological
3.27893,0.0,1,Chemical
0.0510624,4.99e-05,0,Clean
2.60398,0.0,1,Chemical
0.0909866,8.34e-05,0,Clean
9.54627,0.0,1,Chemical
0.0128625,6.76e-05,0,Clean
2.8484,0.0,1,Chemical
0.0,495.898,1,Biological
0.0308623,8.75e-05,0,Clean
0.0,318.664,1,Biological
0.0,38.4998,1,Biological
8.82122,0.0,1,Chemical
5.46887,0.0,1,Chemical
0.0876855,3.5e-05,0,Clean
4.74643,0.0,1,Chemical
5.93497,0.0,1,Chemical
5.62806,0.0,1,Chemical
0.0584641,1.24e-05,0,Clean
0.0125743,5.69e-05,0,Clean
0.0,485.162,1,Biological
5.20454,0.0,1,Chemical
1.0905,0.0,1,Chemical
0.0623089,4.74e-05,0,Clean
0.0,267.371,1,Biological
0.0259148,6.62e-05,0,Clean
0.076646,8.89e-05,0,Clean
0.0,38.4912,1,Biological
0.0449402,4.59e-05,0,Clean
4.94519,0.0,1,Chemical
4.10425,0.0,1,Chemical
2.73742,0.0,1,Chemical
0.0642694,6.29e-05,0,Clean
2.01658,0.0,1,Chemical
0.0808327,7.69e-05,0,Clean
0.0,495.898,1,Biological
0.0,26.9562,1,Biological
0.0673221,9.58e-05,0,Clean
3.63887,0.0,1,Chemical
0.0206387,4.8e-05,0,Clean
8.97061,0.0,1,Chemical
8.31889,0.0,1,Chemical
0.0347224,5.28e-05,0,Clean
6.23867,0.0,1,Chemical
0.0587442,2e-05,0,Clean
5.84943,0.0,1,Chemical
0.0610077,4.14e-05,0,Clean
5.51345,0.0,1,Chemical
8.32504,0.0,1,Chemical
0.0,19.3077,1,Biological
0.0,15.67,1,Biological
0.0,96.6341,1,Biological
7.73244,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0841026,4.7e-05,0,Clean
0.0,20.4267,1,Biological
3.16537,0.0,1,Chemical
8.51876,0.0,1,Chemical
0.0,5.12347,1,Biological
0.0,262.668,1,Biological
0.0,495.898,1,Biological
3.98472,0.0,1,Chemical
6.04782,0.0,1,Chemical
0.0,495.898,1,Biological
2.45089,0.0,1,Chemical
0.0,14.3373,1,Biological
1.43797,0.0,1,Chemical
2.97437,0.0,1,Chemical
9.94616,0.0,1,Chemical
0.074492,1.09e-05,0,Clean
0.0,6.31621,1,Biological
0.0,96.6341,1,Biological
0.0981608,1.35e-05,0,Clean
0.0,318.664,1,Biological
0.0,96.6341,1,Biological
0.0876249,3.48e-05,0,Clean
0.0,38.5691,1,Biological
9.45487,0.0,1,Chemical
8.64928,0.0,1,Chemical
4.4263,0.0,1,Chemical
8.44897,0.0,1,Chemical
7.08884,0.0,1,Chemical
0.0781388,3.33e-05,0,Clean
0.0284021,6.22e-05,0,Clean
9.17401,0.0,1,Chemical
0.0,182.88,1,Biological
2.52629,0.0,1,Chemical
0.0387623,1.1e-05,0,Clean
0.0545817,6.85e-05,0,Clean
8.9024,0.0,1,Chemical
1.15419,0.0,1,Chemical
2.03081,0.0,1,Chemical
0.0327072,9.66e-06,0,Clean
0.0759522,4.27e-05,0,Clean
0.0411405,8.45e-05,0,Clean
0.0468799,9.45e-05,0,Clean
0.0,23.8968,1,Biological
0.057077,1.9e-05,0,Clean
0.052162,1.12e-05,0,Clean
6.80505,0.0,1,Chemical
9.0981,0.0,1,Chemical
1.50082,0.0,1,Chemical
5.6012,0.0,1,Chemical
3.98207,0.0,1,Chemical
0.0,485.162,1,Biological
4.37289,0.0,1,Chemical
0.0415481,9.93e-05,0,Clean
2.47288,0.0,1,Chemical
5.15941,0.0,1,Chemical
6.45459,0.0,1,Chemical
0.0,318.664,1,Biological
0.0201803,6.3e-05,0,Clean
0.0535663,1.71e-05,0,Clean
0.0,495.898,1,Biological
0.077332,9.62e-05,0,Clean
0.0,318.664,1,Biological
0.0,495.898,1,Biological
6.17101,0.0,1,Chemical
0.0509479,2.99e-05,0,Clean
4.2387,0.0,1,Chemical
0.0,318.664,1,Biological
0.0,3.77657,1,Biological
0.0,267.371,1,Biological
4.47257,0.0,1,Chemical
8.54854,0.0,1,Chemical
3.50567,0.0,1,Chemical
9.83948,0.0,1,Chemical
0.0580196,6.07e-05,0,Clean
0.039949,1.38e-05,0,Clean
0.0,318.664,1,Biological
9.17698,0.0,1,Chemical
0.0508817,8.72e-05,0,Clean
0.0471593,9.43e-05,0,Clean
2.44197,0.0,1,Chemical
0.0,495.898,1,Biological
0.0,96.6341,1,Biological
0.0,47.1926,1,Biological
0.0,495.898,1,Biological
1.38903,0.0,1,Chemical
0.0525985,9.92e-06,0,Clean
0.0,182.88,1,Biological
2.55895,0.0,1,Chemical
2.75738,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0356186,6.67e-05,0,Clean
0.0,485.162,1,Biological
0.0,267.371,1,Biological
0.0444235,3.98e-06,0,Clean
0.0323637,1.97e-05,0,Clean
0.0,182.88,1,Biological
0.0,24.6331,1,Biological
0.0835974,8.63e-05,0,Clean
0.0324171,7.28e-05,0,Clean
6.37065,0.0,1,Chemical
4.56737,0.0,1,Chemical
6.66563,0.0,1,Chemical
0.0234869,4.73e-06,0,Clean
3.57956,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0581318,5.41e-06,0,Clean
9.05367,0.0,1,Chemical
0.0203226,1.28e-05,0,Clean
1.52305,0.0,1,Chemical
0.0,31.5877,1,Biological
0.0,318.664,1,Biological
0.0,96.6341,1,Biological
6.8082,0.0,1,Chemical
0.039692,4.8e-05,0,Clean
8.80702,0.0,1,Chemical
8.51955,0.0,1,Chemical
2.16872,0.0,1,Chemical
0.0,318.664,1,Biological
0.0,262.668,1,Biological
0.0621412,1.41e-06,0,Clean
0.0,495.898,1,Biological
9.71906,0.0,1,Chemical
4.47897,0.0,1,Chemical
1.06546,0.0,1,Chemical
0.0,262.668,1,Biological
0.0,267.371,1,Biological
0.0,34.0392,1,Biological
0.0,262.668,1,Biological
0.0,495.898,1,Biological
0.0868103,6.31e-05,0,Clean
7.86194,0.0,1,Chemical
0.0,267.371,1,Biological
0.0119476,1.13e-05,0,Clean
0.0503156,6.71e-05,0,Clean
1.72797,0.0,1,Chemical
2.82544,0.0,1,Chemical
0.0106648,1.65e-06,0,Clean
0.0,262.668,1,Biological
4.43002,0.0,1,Chemical
0.0,267.371,1,Biological
5.73947,0.0,1,Chemical
0.0,96.6341,1,Biological
8.93634,0.0,1,Chemical
0.0687177,10.5712,1,Biological
7.54754,0.0,1,Chemical
0.0,485.162,1,Biological
6.69529,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0532431,2.97e-05,0,Clean
0.0,267.371,1,Biological
0.0,25.4328,1,Biological
0.0,25.0466,1,Biological
0.0447767,2.78e-05,0,Clean
7.65626,0.0,1,Chemical
4.78406,0.0,1,Chemical
0.0,318.664,1,Biological
1.85487,0.0,1,Chemical
0.0943517,4.98e-05,0,Clean
0.0,48.9344,1,Biological
9.43731,0.0,1,Chemical
6.20691,0.0,1,Chemical
6.26881,0.0,1,Chemical
0.0755915,6.55e-05,0,Clean
5.29171,0.0,1,Chemical
0.0,318.664,1,Biological
3.45505,0.0,1,Chemical
3.00007,0.0,1,Chemical
0.0,19.5322,1,Biological
9.26275,0.0,1,Chemical
2.95026,0.0,1,Chemical
0.0,262.668,1,Biological
0.077942,7.83e-05,0,Clean
0.0760564,9.49e-05,0,Clean
0.0,262.668,1,Biological
0.0,318.664,1,Biological
0.0670645,3.97e-05,0,Clean
0.0,318.664,1,Biological
7.21888,0.0,1,Chemical
0.0681423,1.35e-05,0,Clean
0.0,0.858071,1,Biological
5.70252,0.0,1,Chemical
4.62492,0.0,1,Chemical
3.84833,0.0,1,Chemical
0.0,182.88,1,Biological
0.0289,6.75924,1,Biological
0.0572977,2.93e-06,0,Clean
0.0452126,6.85e-05,0,Clean
0.0952623,3.39e-05,0,Clean
0.0,318.664,1,Biological
4.25161,0.0,1,Chemical
4.6538,0.0,1,Chemical
4.21534,0.0,1,Chemical
0.0532967,6.37e-05,0,Clean
9.89442,0.0,1,Chemical
4.97935,0.0,1,Chemical
0.0947136,1.7e-05,0,Clean
0.0,182.88,1,Biological
0.0,182.88,1,Biological
0.0973861,9.4e-05,0,Clean
0.0,267.371,1,Biological
0.0420185,1.87e-05,0,Clean
4.32655,0.0,1,Chemical
0.0365368,1.18e-05,0,Clean
0.0625308,3.5115,1,Biological
0.0640513,7.85e-05,0,Clean
0.0,495.898,1,Biological
7.36623,0.0,1,Chemical
0.0756193,8.41e-05,0,Clean
6.33302,0.0,1,Chemical
5.95809,0.0,1,Chemical
0.0,45.6936,1,Biological
5.85496,0.0,1,Chemical
0.0,25.8939,1,Biological
0.0878172,8.49e-05,0,Clean
0.0,262.668,1,Biological
0.0,96.6341,1,Biological
7.47646,0.0,1,Chemical
0.0,485.162,1,Biological
6.63275,0.0,1,Chemical
0.0,42.3885,1,Biological
2.28583,0.0,1,Chemical
0.0,182.88,1,Biological
0.0375002,7.21e-05,0,Clean
7.80573,0.0,1,Chemical
7.99833,0.0,1,Chemical
0.0269698,6e-06,0,Clean
1.69729,0.0,1,Chemical
0.0517856,1.37e-05,0,Clean
0.0,34.2609,1,Biological
1.31966,0.0,1,Chemical
0.0,318.664,1,Biological
5.01505,0.0,1,Chemical
2.65481,0.0,1,Chemical
8.26925,0.0,1,Chemical
9.18532,0.0,1,Chemical
0.0,182.88,1,Biological
0.0113415,5.03e-05,0,Clean
0.0425147,1.04e-05,0,Clean
5.89576,0.0,1,Chemical
0.0,262.668,1,Biological
0.0124441,1.12e-06,0,Clean
0.0,44.1391,1,Biological
3.18096,0.0,1,Chemical
0.0,182.88,1,Biological
0.0424571,39.4978,1,Biological
8.5833,0.0,1,Chemical
0.0,495.898,1,Biological
6.66262,0.0,1,Chemical
0.0,318.664,1,Biological
2.43148,0.0,1,Chemical
0.07325,6.89e-05,0,Clean
3.72708,0.0,1,Chemical
0.0,318.664,1,Biological
3.06211,0.0,1,Chemical
0.0,485.162,1,Biological
1.60114,0.0,1,Chemical
0.0458956,2.11e-05,0,Clean
0.0,318.664,1,Biological
0.0964688,9.87e-05,0,Clean
8.50715,0.0,1,Chemical
8.92562,0.0,1,Chemical
0.0421528,3.02e-05,0,Clean
0.0,267.371,1,Biological
0.0,318.664,1,Biological
0.0888371,5.49e-05,0,Clean
1.75226,0.0,1,Chemical
0.0355568,8.37e-05,0,Clean
3.97369,0.0,1,Chemical
0.0,17.9126,1,Biological
0.041885,5.41e-05,0,Clean
4.98605,0.0,1,Chemical
4.57317,0.0,1,Chemical
2.79836,0.0,1,Chemical
0.0,182.88,1,Biological
0.0,485.162,1,Biological
0.0,262.668,1,Biological
0.0,7.14575,1,Biological
0.0612966,1.94e-05,0,Clean
0.0601457,3.48e-05,0,Clean
0.0873237,1.55e-05,0,Clean
0.0,31.991,1,Biological
0.0209682,7.33e-05,0,Clean
0.0,38.5176,1,Biological
2.72733,0.0,1,Chemical
0.0,46.6151,1,Biological
0.0202761,1.98e-05,0,Clean
2.37048,0.0,1,Chemical
0.0945751,7.91e-05,0,Clean
0.0,262.668,1,Biological
0.0766395,3.62e-05,0,Clean
0.0948453,4.37e-05,0,Clean
0.0,262.668,1,Biological
5.11164,0.0,1,Chemical
0.0,485.162,1,Biological
0.0,182.88,1,Biological
6.79565,0.0,1,Chemical
6.35693,0.0,1,Chemical
8.62503,0.0,1,Chemical
2.68434,0.0,1,Chemical
0.0818801,9.76e-06,0,Clean
0.0,495.898,1,Biological
6.23687,0.0,1,Chemical
0.0,262.668,1,Biological
0.0870051,1.78e-05,0,Clean
0.0,17.5228,1,Biological
0.0487655,5.96e-05,0,Clean
0.0,318.664,1,Biological
0.0833381,4.49e-05,0,Clean
9.57044,0.0,1,Chemical
0.0,318.664,1,Biological
0.0149788,4.54e-05,0,Clean
0.0202831,33.0692,1,Biological
0.0,318.664,1,Biological
0.0,495.898,1,Biological
9.36621,0.0,1,Chemical
7.2815,0.0,1,Chemical
9.51619,0.0,1,Chemical
1.29793,0.0,1,Chemical
0.042368,2.5e-05,0,Clean
0.0,96.6341,1,Biological
0.0,182.88,1,Biological
0.0552227,4.82e-05,0,Clean
0.0,262.668,1,Biological
0.0,47.7686,1,Biological
5.2387,0.0,1,Chemical
0.0,36.2746,1,Biological
7.95087,0.0,1,Chemical
3.0496,0.0,1,Chemical
0.070529,6.63e-05,0,Clean
3.2976,0.0,1,Chemical
5.85068,0.0,1,Chemical
8.15251,0.0,1,Chemical
0.0822611,8.67e-05,0,Clean
7.98076,0.0,1,Chemical
0.0,182.88,1,Biological
0.0453474,3.48e-05,0,Clean
0.0950837,1.38e-05,0,Clean
0.0,182.88,1,Biological
4.73747,0.0,1,Chemical
1.88792,0.0,1,Chemical
4.75664,0.0,1,Chemical
9.26233,0.0,1,Chemical
1.94171,0.0,1,Chemical
0.0,318.664,1,Biological
0.0910719,6.46e-05,0,Clean
0.010106,8.16e-05,0,Clean
2.82017,0.0,1,Chemical
0.0,318.664,1,Biological
9.02793,0.0,1,Chemical
6.65641,0.0,1,Chemical
0.0,485.162,1,Biological
0.050985,1.43e-05,0,Clean
0.0705157,2.68e-05,0,Clean
0.0,182.88,1,Biological
0.0,267.371,1,Biological
0.0,182.88,1,Biological
0.0631455,9.08e-05,0,Clean
0.0,267.371,1,Biological
5.56807,0.0,1,Chemical
9.91512,0.0,1,Chemical
0.0,485.162,1,Biological
4.97081,0.0,1,Chemical
0.027064,7.36e-05,0,Clean
0.0,38.0671,1,Biological
0.0,31.5116,1,Biological
2.74035,0.0,1,Chemical
6.89394,0.0,1,Chemical
1.72329,0.0,1,Chemical
6.32055,0.0,1,Chemical
4.594,0.0,1,Chemical
0.0150574,9.58e-05,0,Clean
8.41292,0.0,1,Chemical
7.91235,0.0,1,Chemical
9.85326,0.0,1,Chemical
8.89038,0.0,1,Chemical
9.18634,0.0,1,Chemical
0.0,262.668,1,Biological
0.0547462,5.79e-05,0,Clean
0.0,495.898,1,Biological
0.0,318.664,1,Biological
9.00011,0.0,1,Chemical
4.97505,0.0,1,Chemical
0.0,43.357,1,Biological
0.0,267.371,1,Biological
8.16161,0.0,1,Chemical
0.04732,2.3e-06,0,Clean
8.56895,0.0,1,Chemical
7.38716,0.0,1,Chemical
0.0376441,3.77e-05,0,Clean
7.96369,0.0,1,Chemical
6.19599,0.0,1,Chemical
2.85005,0.0,1,Chemical
0.0,22.2501,1,Biological
0.0,96.6341,1,Biological
3.59469,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0151526,8.19e-05,0,Clean
2.17682,0.0,1,Chemical
3.57152,0.0,1,Chemical
0.0,262.668,1,Biological
0.0210126,9.61e-05,0,Clean
0.0,267.371,1,Biological
0.0746269,3.47e-05,0,Clean
7.05657,0.0,1,Chemical
9.94443,0.0,1,Chemical
0.0838277,8.54e-05,0,Clean
0.0,267.371,1,Biological
0.0,182.88,1,Biological
7.79019,0.0,1,Chemical
0.0406116,2.28e-05,0,Clean
0.0826227,5.8e-05,0,Clean
4.43745,0.0,1,Chemical
0.0,182.88,1,Biological
0.0,495.898,1,Biological
4.44403,0.0,1,Chemical
0.0517185,2.13e-05,0,Clean
0.0230897,3.25e-05,0,Clean
0.0,318.664,1,Biological
9.40923,0.0,1,Chemical
0.0952679,9.88e-05,0,Clean
0.0,318.664,1,Biological
5.73821,0.0,1,Chemical
0.0,262.668,1,Biological
0.0861994,9.63e-05,0,Clean
0.0304034,8.54e-05,0,Clean
0.0,31.1796,1,Biological
0.0,262.668,1,Biological
0.0,39.1475,1,Biological
0.0242506,3.79e-05,0,Clean
1.69717,0.0,1,Chemical
0.0,267.371,1,Biological
7.26731,0.0,1,Chemical
0.0,2.19863,1,Biological
0.0,267.371,1,Biological
0.0531612,3.33e-05,0,Clean
5.21703,0.0,1,Chemical
7.12153,0.0,1,Chemical
0.0,318.664,1,Biological
1.97388,0.0,1,Chemical
0.0,485.162,1,Biological
0.0,182.88,1,Biological
0.0,96.6341,1,Biological
0.0,262.668,1,Biological
0.0528631,5.28e-05,0,Clean
0.0,267.371,1,Biological
0.0,318.664,1,Biological
0.0175561,6.42e-05,0,Clean
0.0212102,6.26e-05,0,Clean
0.0,485.162,1,Biological
0.0,182.88,1,Biological
3.39955,0.0,1,Chemical
5.38923,0.0,1,Chemical
5.57341,0.0,1,Chemical
8.81037,0.0,1,Chemical
6.97639,0.0,1,Chemical
1.99,0.0,1,Chemical
4.11199,0.0,1,Chemical
0.0,43.5508,1,Biological
0.0667013,2.02e-05,0,Clean
0.0,495.898,1,Biological
9.05818,0.0,1,Chemical
0.0,182.88,1,Biological
0.0780128,1.34e-05,0,Clean
0.0,182.88,1,Biological
2.5448,0.0,1,Chemical
0.0,11.158,1,Biological
0.0497447,6.13e-06,0,Clean
9.30577,0.0,1,Chemical
0.0,96.6341,1,Biological
0.0,262.668,1,Biological
0.0,182.88,1,Biological
2.1477,0.0,1,Chemical
0.0296787,9.06e-05,0,Clean
1.56476,0.0,1,Chemical
0.0444995,3.46e-05,0,Clean
0.0844124,1.29e-06,0,Clean
0.0266035,2.59e-06,0,Clean
0.0,96.6341,1,Biological
3.49674,0.0,1,Chemical
0.0942402,9.07e-06,0,Clean
0.0126538,3.76e-05,0,Clean
8.33148,0.0,1,Chemical
7.72524,0.0,1,Chemical
0.0605697,6.07e-05,0,Clean
5.62032,0.0,1,Chemical
4.90134,0.0,1,Chemical
